@relation 'C__Users_jeimy_OneDrive_School_Classes_CAP4770 Data Mining_DM Project_Project Data'

@attribute text string
@attribute @@class@@ {HS,NonHS}

@data
'5878,Was getting elbowed by a triple chinned cunt with nails like a woman ont train Let a smelly fart out before moving… mAo0mdzGve\r\n',HS
'5879,\"@GMA Woman ,you husband was right to love his country more then you and died for it ! What a low life disrespectful cunt I think you are !!!\"\r\n',HS
'5880,I\'d punch that cunt in the fuckin mouth. Idgaf if she\'s a woman eqCgr1hPbz\r\n',HS
'5881,\"@SassBaller @zenmoimehin @FoxNews You misspelled \'cunt\'. Ugly word, for an ugly woman that turns on her fellow woma… GWykH1V10C\"\r\n',HS
'5882,@ThcGreenBeast I hope that dumb cunt gets her face beat in by a black woman over hearing her using the word nigga.\r\n',HS
'5883,@SpIashMan can u report dogshit retard link me after u beg ur fucking terrible u foreign cunt u sound like a woman fucking funder\r\n',HS
'5884,@FoxNews @JudgeJeanine This woman has moved right past the cunt stage straight in to twatdom.\r\n',HS
'5885,Fox News host: Lock Clinton up D68rlVirh5 Get this CUNT Pirro off the air. She is a woman hating woman.\r\n',HS
'5886,Fuck slut for @realDonaldTrump \'daddy\' Laughs. Slut cunt QeUlrcCWJR\r\n',HS
'5887,you’re not going to tell me to say happy birthday to someone that called me a cunt and a slut within the span of 10 minutes\r\n',HS
'5888,\"@RoryFires you need pound your wet cunt untill the slut in the mirror cums .... Post a vid , so you can watch it later ...\"\r\n',HS
'5889,@LizGillies what a fucking cunt this slut is also I don’t want this to endddd pleaseeeee when is Tuesday gonnaaaaa… cKcDRxCPKl\r\n',HS
'5890,@shauna_m_miller DUMB CUNT STEALS FROM MY CAR GO TO HELL SLUT\r\n',HS
'5891,LOL.shut the fuck up ms \'NEVERWONAFIGHT\' u a hoe skank slut cunt hypocritical BITCCH 5n1vtNdCil\r\n',HS
'5892,my ‘friend’ who’s a bitch slut shamed one of the girls i work with today because she has a child\r\n',HS
'5893,\"I make in a day what u make a month, n roll yo pros in a Haitian blunt, Take the bitch call wifey n make her slut 👅 @Eastside_80s\"\r\n',HS
'5894,Dream Molly is her own person and is ALWAYS a bitch &/ a slut 🤷�?��?♀�? WfbIComPGv\r\n',HS
'5895,@TrumpGuyTV That bitch is the Godmother of PERVERSION! Crooked Hillary is like the Ugly Old Slut of the wild west that opens the Whorehouse!\r\n',HS
'5896,U sluts get them 100 likes on instagram and think y’all the coldest bitch in Detroit 🤧\r\n',HS
'5897,Dont compare your self to me ! Cause im a bitch and your a slut ! 👊💪�?🌵\r\n',HS
'5898,U call I\'m ma bitch such a funny R u never look in mirror so you gonna know that who a bitch or maybe a slut or maybe you are both of theme\r\n',HS
'5899,\"So many sluts texted Stephen when we got Lionel \'our cats look the same!\' Bitch 95\% of house cats in the US are domestics, stay in your lane\"\r\n',HS
'5900,So my mom called me a nasty slut because I got a tattoo lmao that bitch is crazy\r\n',HS
'5901,The fag stays away and so does that SLUT bitch he proffered as \'bait\'....they are both fakes!\r\n',HS
'5902,@cvillepraises @_rene_1222 This bitch is a slut\r\n',HS
'5903,\"Says the bitch wit a HAT, WEAVE, & a FULL FACE, in her ICON.... lol fucc outta here you SEWER RAT, GUTTER SLUT, TRO… QmNBWN6uR7\"\r\n',HS
'5904,dawgg im fr boutta roast this bitch LMFOAOO DONT EVER POST IAN AGAIN U STUPID ASS SLUT\r\n',HS
'5905,\'I don\'t take bitch or slut as an insult.\'\r\n',HS
'5906,@JoeFreedomLove Laugh you bitch when a family member dies we on tweeter get the last laugh you slut\r\n',HS
'5907,Being rude to you. Call u slut or bitch or everything related. U rasa putus tunang is the best way ke?\r\n',HS
'5908,@TheRealPerceeP post telling how you love hooking up with a filthy slut so you and that whore joke about her man(I… yq6CxkKH0I\r\n',HS
'5909,@hindu_whore Be my whore my slut my bitchy �?��?�💋👅\r\n',HS
'5910,@CIA To the whore who runs your shitshow. Go educate yourself as to why acting like a fucking political slut doesn\'… e90AOWj3i5\r\n',HS
'5911,@balleralert Cobra didn’t do anything. Insecure drunken whore ass Lily basically lied & manipulated out of anger bc Jr didn’t want a slut!\r\n',HS
'5912,I FUCKUNG GET TWEETS FROM FANS IF THAT PIECE OF SHIT WHORE SLUT DISGUSTING HUMAN BEING ABOUT HER NEW SONG FUUUUUUUUUUUUUUUUUCK\r\n',HS
'5913,slut - derogatory term for a female who will fuck anyone for free ≠ whore - derogatory term for someone who fucks for money. just sayin.\r\n',HS
'5914,@ky11er almost everyone i’ve met says edating at all is being a slut or whore but jumping from person to person is definitely being one mate\r\n',HS
'5915,Coming onto a status about women + sexual assault/harassment to mansplain it and say that \'not all men are abusive\' is probs the worst thing\r\n',HS
'5916,@zebrahdh @nytimes Well that\'s a personal problem and obv not all men do it. Women abuse power as well. Not a defense.. just a fact.\r\n',HS
'5917,Glad not all men are like that and sad some women are like this... dwvsks2KnK\r\n',HS
'5918,\"now what i can say, not all men are trash. maybe the woman who said it itself, is trash.\"\r\n',HS
'5919,\"tbh , NOT ALL men are trash/shit . Just because y’all fucking around with the wrong ones , you don’t get to call the whole race shit.\"\r\n',HS
'5920,The \'I\'m such a feminist\' niggas will \'Not all men\' you to death. LMAO\r\n',HS
'5921,\"not all men are trash. but if you always pick the ones who are trash, or treat you like trash, then ya you’ll learn to hate them for sure!\"\r\n',HS
'5922,@NymOneFourSix @VanessaWCheese Not all men need female warden to rule his life and make him miserable I get you th… rvIQiGrvce\r\n',HS
'5923,\"23. the reason that fucking skank ass cunt lied about me was to cover up her shaking my kid, and being in on fucking up lawsuit\"\r\n',HS
'5924,\"LMFAO , you trying hard hun . You & your skank friend can’t reach to me & my girls level bitch bye.\"\r\n',HS
'5925,Still waiting on a \'favorite for me to inbox you about blablah\' from some bitch i dont know. You got my favorite dumb skank wheres my DM\r\n',HS
'5926,This bitch @Adriannalemuss has been with 4 guys since Phil’s death but a skank\r\n',HS
'5927,\"Disgusting , and bitch you are NO ROCK STAR !! YOU are a no class skank🤡😱�??🙈🙉🙊�? aYZB1jMUW2\"\r\n',HS
'5928,@President1Trump @POTUS OLD SICK DOG HILLARY IS A DISGUSTING BITCH . BUT EVEN A SKANK HAS A FRIEND . IM SURE GERMAN… 8y4H5tOsTI\r\n',HS
'5929,\'If I ain\'t meet her I \'ont like her\' shut the fuck up bitch no one fucking like you skank ass as it is hoe\r\n',HS
'5930,MONIKA WAS RIGHT? RIGHT ABOUT WHAT WHAT DID THAT FUCKING BITCH ASS THOT MOTHERFUCKING HO ASS SKANK SAY TO YOU?\r\n',HS
'5931,@chaeltz07 i\'ve seen this skank thot basic bitch IG trash before. Her videos are the worst. Such a prostitute\r\n',HS
'5932,Yeah well I didnt suck dick for tips you dirty skank Yes you did you lonely miserable BITCH its called fucking ALIMONY✋�?�\r\n',HS
'5933,“One minute you’re a spooky little witch bitch and then the next you’re an angelic skank singing Oh Holy Night.�? HAHA!\r\n',HS
'5934,What’s up bitch ass bitches and skank ass skanks\r\n',HS
'5935,\"This bitch needs to get a life already, jobless skank go do something productive\"\r\n',HS
'5936,@ghostlydevin @loserwyattt i don’t want a loyal bitch i want a skank hoe who will suck another niggas dick in my be… mswJedEKXn\r\n',HS
'5937,keep lisa and jisoo out of your dirty mouth ugly skank ass bitch deactivate delete go get a life stay away from bla… LIzyMtI29q\r\n',HS
'5938,I�? will quit a job in a heart beat that has a problem with me calling off due to an emergency . Fuck you and your bitch ass momma. Skank\r\n',HS
'5939,\"you low life scum, pathetic, deprave, pile of shit, maggots. like i said that brainless skank bitch should\'ve died… Jdm8NEqaYz\"\r\n',HS
'5940,Everyone hates chelsea - whore skank BBHL8bl9tL\r\n',HS
'5941,@SymoneDSanders @RepWilson BS WILSON IS A SKANK WHORE AND A LIAR . DIDDN\'T YOU KNOW ALL LIBERALS LIE\r\n',HS
'5942,\"@bocavista2016 What a skank whore she is, I see she\'s wearing Al Sharptons pimp hat, she must be one of his Hos.\"\r\n',HS
'5943,MegynKelly is skank. Whore paid $$ for what? Only thing left to watch on .@nbc anymore is SNL. More truth to them t… Z6ZJWR2N0V\r\n',HS
'5944,@CassandraRules I get suspended at least every other day. But you still see that skank whore Chelsea Handler still tweeting away.\r\n',HS
'5945,I FUCKING TOLD YOU SKANK WHORE SLUTS LISTEN TO MS SERIOUSLY HB12As7Ttr\r\n',HS
'5946,I could say so much more so keep your skank of a mouth closed you little whore or things will only get worse for you ;)\r\n',HS
'5947,she is our skank we r her guys we can fuck her that way she amost say please treat my like a whore honey csyoUOcBCA\r\n',HS
'5948,\"Let’s me honest, Jews offer things and the white women are just skanks. Muslims gang rape and beat white women. sKz3V5wDrm\"\r\n',HS
'5949,@MSNBC U people @MSNBC r pos. liars. More fake news. U should offer 5 women to Obama. w that skank wife he has he would take the offer.\r\n',HS
'5950,@CFTreyNada Would you want to be labeled a woman beater for the rest of your life by some crazy skank who’s pissed… d3ixX7FkgX\r\n',HS
'5951,@BarbraStreisand @HillaryClinton Why any DECENT woman would think this skank should be 1st female potus is beyond m… BYZMc7tdiz\r\n',HS
'5952,If u walk away from a down ass woman for a skank then u deserve what u get. U can’t turn a how into a house wife so… XteHNt3pa0\r\n',HS
'5953,*In class today* *Girl next to me* \'I hate how every girl dressed like a skank for Halloween\' *Guy in front of me turns* \'IT WAS AMAZING\r\n',HS
'5954,Some absolute skank of a girl out there trying to cause trouble. Not happening love.. I show my girl every message a girl sends me\r\n',HS
'5955,@Imperator_Rex3 @ThinBlueLR The girl is late on her house payment. Quick buck for the skank.\r\n',HS
'5956,@chelseahandler I like it! I\'m 100\% sure you are an irrelevant skank who\'s granddad was a #Nazi #Correct? Nope th… E0WWs6tEwo\r\n',HS
'5957,@LoveHipHopVH1 Musika you are a awful person. You or Skank want to be ugly ho I don\'t know what the fuck you\'re wearing #LHHHReunion\r\n',HS
'5958,\"You are a LIAR and a FLOP, you skank hoe! Even Netflix doesn\'t want you LMAO LsSzhdO4kl\"\r\n',HS
'5959,\"first words i hear from another human today: \'shut up you skank ass whore,\' world: 1 mik: 0\"\r\n',HS
'5960,\"WHACKS AGAIN. \'Bitch, no the fuck you don\'t you damn skank.\'\"\r\n',HS
'5961,@AnnieB117 @Alyssa_Milano Why would you call a “feminist�? who does lesbian vampire porn a “skank�??🤷�?��?♂�?#MAGA🇺🇸… SFYJdoDxGW\r\n',HS
'5962,@AmericanHotLips @DHSgov @FBI @Alyssa_Milano Skank you are already in the streets. Make my money whore.\r\n',HS
'5963,@KatrinaPierson You\'re a skank. You are more skilled at shoplifting than trying to be witty.\r\n',HS
'5964,\"Fuck you, you fuckin skank WHAT DID YOU SAY!? I said I can’t wait to own a fishing tank!\"\r\n',HS
'5965,@Onlyyaelin_ @_celesstee So you just want money skank\r\n',HS
'5966,@lgmaterna @latimes @Pegkel Hey American skank are you illiterate?\r\n',HS
'5967,\"@AntiRecords @LidoPimienta @epitaphrecords @EpitaphEurope But you probably mind the white guys, you racist, anti -white skank!\"\r\n',HS
'5968,@MediaJuggernaut @deoppressolibe2 Omg! Megyn is a skank. You have that right.\r\n',HS
'5969,@asr1018 @M_pritchh @angela_idalia Hey skank you wanna take a huge step back before we have to get everyone on your… U3zSojqdvG\r\n',HS
'5970,Laying in my bed telling me not to suck your cock cause it smelled... we know why.. it was up some skanks arse before you came to mine\r\n',HS
'5971,@AnnCoulter @trumps_feed Absolute skank you are\r\n',HS
'5972,\"@Angeleyez_17 @beelvia @SenSanders Slut. Whore. Floozy. Harlot. Skank. Pick whatever word you want, and keep the sa… cLpUl32uDP\"\r\n',HS
'5973,ATTN: JOY REID. YOU \'AWFUL WOMAN\' ARE A COMPLETE SKANK. YOU DISGUST EVERYONE. YOU ARE MARKED. YOU FILTHY IDIOT!!!\r\n',HS
'5974,@DonnaWR8 @realDonaldTrump You are a skank\r\n',HS
'5975,@WGladstone Maybe this is what you wanted: “What a gross skank! Ever hear of a pocket?�? Better? 😘\r\n',HS
'5976,\"@IvankaTrump Go away skank. Go back to Pluto, or wherever in hell you came from. #AlertTheDayCareStaff #FlushTheToilet\"\r\n',HS
'5977,\"@ShirlsAdams @WendellPierce Give it a rest, you fugly skank.\"\r\n',HS
'5978,@HillaryClinton Why don’t you crawl back in your hole skank\r\n',HS
'5979,WHO.. ARE. YOOUU? This is not mario kart. You are no princess peach. Get your skank ass up out my lane or I take you off the goddamn road.\r\n',HS
'5980,@lsarsour STFU YOU SKANK!! U want this to happen.\r\n',HS
'5981,@anettarzc1791 It should cost you more for being a dirty skank!\r\n',HS
'5982,\"Geez, should have expect the unexpected. I just happen to forget to foresee what a mouth of skank you have.\"\r\n',HS
'5983,@GingerResists @realDonaldTrump And you voted for Killary the Skank ?\r\n',HS
'5984,@NivenJ1 @IvankaTrump You must be one of those bottom feeders we warn each other about...sewage spewing skank... Ve… AuYvTGMKim\r\n',HS
'5985,@DrewMikePodcast It kinda sounds like you run a house of skank over there. Mags stinks 😷 and dogs getting into the Halloween candy.\r\n',HS
'5986,Darla you trifling skank! #QueenSugar\r\n',HS
'5987,@dlh8 @BarackObama Talk about NYers like that AFTER you\'ve survived 9/11. Until then shut the fuck up. You are a nasty skank.\r\n',HS
'5988,@ekhatami Die in a fire you fucking skank.\r\n',HS
'5989,@manleygeddes2 Did you finally dump that annoying skank? You should give Erin another go\r\n',HS
'5990,@bea14_x @KSIOlajidebt Oh wow what a ugly skank you are\r\n',HS
'5991,\"@Aayisha89 @Damtastik @Xochitl__ You\'re a liar let the vibe catch anyone of you and you\'re bussin a skank, you lot… kNo5pLO5VJ\"\r\n',HS
'5992,@Guinz Stupid Skank !\r\n',HS
'5993,@chelseahandler He’s gonna win in 2020 too you stupid nasty skank !\r\n',HS
'5994,@TayrnG @WhiteHouse You are a stupid idiot. F U. NASTY TRASY SKANK\r\n',HS
'5995,@Bubbles8301 @LPIsaacGuest She a nasty skank Hoe who would Fuck her wolf pussy anyway ?\r\n',HS
'5996,\"It’s too much loose pussy in the world to be raping bitches. Literally some of these skanks, goin on sight 💀💯\"\r\n',HS
'5997,Find it hysterical that a bitch can\'t talk shit on me until she moves away🤔🤔scared???🤣\r\n',HS
'5998,But last nighttttttttttttttttt...that bitch was confusing the hell out of me...when I had a fucking hysterical caller.\r\n',HS
'5999,It’s hysterical how much you bitch and complain over something so stupid. Don’t have to catch an attitude every 5 fuckin seconds.\r\n',HS
'6000,that bitch wanna act funny bitch ima act hysterical\r\n',HS
'6001,@thehill @HillaryClinton always trying to wear the pants in the family. #GetBackInTheKitchen\r\n',HS
'6002,@__0HOUR1_ Correction - HUGH if true. #makemeasandwich\r\n',HS
'6003,\"Sometimes, all you have to do is just let out the rope.. #FeminismIsCancer 3WC4UQ40tc\"\r\n',HS
'6004,Hollywood glorifying being a slut mom. You never have to grow up #MGTOW #FeminismIsCancer aHJo9RUJVK\r\n',HS
'6005,\"@Monkfights @incredibleindia @PMOIndia @ttindia @ANI @CSIR_IND If you really believe that #FeminismIsCancer, maybe… oSeFm3NkKR\"\r\n',HS
'6006,@greengoddess892 could you try this on for me? #feminismiscancer 5YdRTZE42h\r\n',HS
'6007,Before fighting rape culture we need to take care of those poor men who feel hurt by women complaining about rape #NotAllMen\r\n',HS
'6008,\"Perhaps it\'s true that #notallmen are sexual predators, but all women are potential prey. IpC3VNJMH3\"\r\n',HS
'6009,\"@GoldCaro ok if #NotAllMen is bad. Next time I hear that a girl cheated, I\'ll assume that women are systemically pr… s6Tn0lnGbm\"\r\n',HS
'6010,#NotAllMen is legitimatly telling you men don\'t rape because of some urge... You need to watch zootopia and pay at… Y4sXbato9v\r\n',HS
'6011,fuckin butch ass cunt motherfucker bitch lick my foot yCmZBPz6hB\r\n',HS
'6012,\"Dear Akkorou, Bitch ass nigga cunt on a stick fuck shit bitch kike small cocked cunt Love, Dj Rits\"\r\n',HS
'6013,@accioxpeter fuck you thats my fucking boy bitch ass cunt ready to fight\r\n',HS
'6014,i convince myself that im not a bad person and then call an old lady a stupid cunt bitch for biking in the road\r\n',HS
'6015,@sinner_b @baeoflight @Henjam48 RIDICULOUS CUNT ! WOMEN DO IT IN AND OUT OF MARRIAGES THE WEAK BITCHES. WHAT DO U C… dAxB0DP43g\r\n',HS
'6016,If only I could get out and beat the cunt that just hit my car with 5 fucking kids in it...cops are fucking looking for you bitch 507TVB\r\n',HS
'6018,�? Bitch fuck shit cunt who─ 〞 Okayyy..\r\n',HS
'6019,fat cunt ass bitch burn in hell 1KgQA6M4Ku\r\n',HS
'6020,cormacs such a cunt won’t even let me squeeze his blackheads pussy bitch\r\n',HS
'6021,Fuck you ugly cunt bitch don\'t get smacked oN5yaknXRz\r\n',HS
'6022,LEMINIS STOP TRAINING IT\'S TIME TO GET RIPPED hashtag THIS CUNT BITCH literally fuck that?\r\n',HS
'6023,I need someone to watch the tv show atypical on Netflix and talk to me about how much of a dummy cunt bitch the mom is in it please.\r\n',HS
'6024,@DavidJoBrexit Fucking cunt bitch has learned nothing from the election\r\n',HS
'6025,also keep my name out of ur hoe ass mouth I literally refer to u only as cunt and bitch\r\n',HS
'6026,I Want Some Cunt Ass Bitches To Be Spice Girls W Me This Year\r\n',HS
'6027,Fuck you Noot Noot Harime fucking fashion cunt tailor cunt looking bug as eye looking no arm be having bitch\r\n',HS
'6028,\"@BetaNipson @ChristiChat @realDonaldTrump @RepWilson And I thought I was a Bitch, but you are, well the worst cunt ever.\"\r\n',HS
'6029,This ignorant cunt bitch @hazelebaby bout people hate her cus she’s lightskin...no. We hate you cus you are a man.\r\n',HS
'6030,@beefy_girl hey bitch stop selling yourself to @INCIndia run cunt run 3fGwEW8Loa\r\n',HS
'6031,@burnthewitchiii come tell this bitch to get in the fucking sea. Please. Before I cunt punch her. 😂\r\n',HS
'6032,U fucking cunt bitch 1sIzyePn1h\r\n',HS
'6033,FUCKING FUCK SHIT PISS MOTHERFUCKING BITCH TIT CUNT FUCKING SLUT\r\n',HS
'6034,Bitches better stop wearing bonnets in public. Put a fucking hat on if you’re a lazy cunt like me. That’s what I do.\r\n',HS
'6035,god fucking shit cunt dammit bitch pretentious cock sucker..... I dropped my ice cream\r\n',HS
'6036,This town is going to change all right those old cunt bitches are right about that but they\'re not going to see the benefit of it\r\n',HS
'6037,@Twitch_Pink you dumb cunt you trick 12 and 30 year old virgins into giving you money you fucking bitch. kys honest… 8YN3eglZuT\r\n',HS
'6038,FUUUCCKK! ASS BITCH CUNT FART!!! I CAN\'T BELIEVE IT!!!!!!!\r\n',HS
'6039,@TEAMNASA_KE Ur the bitch motherfucker Nasa is sick with what I call attention seeking cunt disorder\r\n',HS
'6040,Unprecedented? Right up that bitches alley. Not like the cunt hasn\'t gone behind her leader before. #pmlive\r\n',HS
'6041,@ADIC33 Just look at her face..sorry women but look up CUNT and you will see this bitch face. If ever a woman to get punched JS😂😂\r\n',HS
'6042,@WoobieTuesday Then this Mein Kunt Bitch talks about respecting soldiers thats why all that its bS His racist ass i… Q8o119r6QS\r\n',HS
'6043,if them bitches take a pic with Bey (which i highly doubt) i will forever shut my whore mouth\r\n',HS
'6044,Bitches love arguing with me on Instagram K Michelle is a whore so let’s stop\r\n',HS
'6045,\"\' y\'all ain\'t shit \' first of all , Idk why u think u some new bitch lmao u still that same old whore no one likes\"\r\n',HS
'6046,Next...working from whore houses ....coding with bitches for future augmented reality sex apps zz0vRxvun7\r\n',HS
'6047,“I love you�? First of all bitch we all know that’s a lie with your whore mouth and your floppy wiener\r\n',HS
'6048,@qurbanov_zaur sup bitch yo be fuxking care ful i find out ur touching my man. ima find you. be scared whore be fuxking scared.\r\n',HS
'6049,@okaayythen bitch ass whore ass motherfucker\r\n',HS
'6050,Ahh That’s What I Get For Being A Whore 😭🙄 Now All These Bitches Wanna Talk 🤦�?��?♀�?\r\n',HS
'6051,Bitch people in petsmart are looking at me like I’m a crack whore dxu7SLQQtl\r\n',HS
'6052,@MissMelyssaFord YOU WHORE ! STANKING ASS WHORE ! Dick SUCKING ASS WHORE @Drakee_YMCMB WIT @Jumpman23 BITCH !\r\n',HS
'6053,I want a bitch or whore or pig come to me now kik: mishalcoors #bitch #whore #ass #pussy #wine #beer #كيك #كك… NtSvUOrgJj\r\n',HS
'6054,@Twitch_Pink @Greekgodx shut the fuck up bitch don’t talk to greek like that you whore go on chaturbate you dickhead\r\n',HS
'6055,Have fun fucking your whore you asshole in red lip stick with a smiley face lolol what a bad bitch\r\n',HS
'6056,@realDonaldTrump @realDonaldTrump your bitch of a mother should of swallowed you like the whore she was\r\n',HS
'6057,dont fucking facetune me you fat bitch whore phone\r\n',HS
'6058,fuckin not even a cup like fuckin negative d cup whore flat chested bitch\r\n',HS
'6059,You a Bitch an a whore you make us look stupid bitc... — well u look stupid rn lmaodjdh swTXJY37rS\r\n',HS
'6060,Bitches are annoying you still letting him fuck u whore and he don’t fw you quit flexin on here\r\n',HS
'6061,Ugh I love Briana even thou that bitch can drive me crazy! I’ll always love that whore 🤧�?��?\r\n',HS
'6062,fucking take that stupid bitch FILTHY whore nobody will love you fuck you idgaf if ur pregnant ill kill u go ahead call the cops nobody wi\r\n',HS
'6063,When people hear your name it\'s all some crazy thot nasty bitch Whore shit\r\n',HS
'6064,\"Sorry bitch I’ll be a WHORE any damn day over that shit, gtfoh🤷�?��?♀�?🤷�?��?♀�?🤷�?��?♀�? idsKvHMEiP\"\r\n',HS
'6065,@WomenintheWorld @emilyslist @OnwardMarchDC erasing 58 prominent women and MILLIONS of female supporters to bitch about ONE man. �?�?�?�?�?�?�?�?�?�?�?\r\n',HS
'6066,Maybe most women generally get along with each other really well because we don\'t have to deal with weird ass bitch… uyoCWMgGrV\r\n',HS
'6067,Some women will goto war for their nigga . I will leave your ass dead ass hanging I’ll never go towar with another bitch\r\n',HS
'6068,Men say women are crazy but then message them 15 times & call them a bitch & cry about being friend zoned\r\n',HS
'6069,\"That reign bitch is hot as fuck, why am I being attacked by beautiful women qbSQB8dKnx\"\r\n',HS
'6070,@FoxNews Don’t trust this lying bitch let’s see if any of the other nude women in the lineup come forward she’ll do… KrpL0mPkSL\r\n',HS
'6071,I need to detach & destress from work right now because the way these privileged white women are on full bitch mode… 1nRkweqEGR\r\n',HS
'6072,PREYING ON WOMEN IS A BITCH TENDENCY ‼�?🗣\r\n',HS
'6073,Darlington Rape Verdict: Attacker with hatred of women who described England as a \'bitch country\' NgZi7Swttv\r\n',HS
'6074,if ur ugly -@ing women who interacted with kriss before this u deserve to have ur GI tract rammed through with a hot iron stake u smug bitch\r\n',HS
'6075,Some dumb bitch really sat on a “black woman are bomb�? page and said that black women are copying Kylie’s braids dBHB9fbx5d\r\n',HS
'6076,\"Y’all expect women to settle for trash treatment and then call them riders when they do so... the bitch is lonely and insecure, not a rider.\"\r\n',HS
'6077,\"“Why don’t you want kids? Every women should want kids!�? First of all, bitch, not w this president and our economy\"\r\n',HS
'6078,i’ve seen so many people on facebook get mad at men for posting #metoo because it’s for women only BITCH anyone can be sexually assaulted\r\n',HS
'6079,@keenondevonte 😘😘 down bitch. That’s what women do. Provide for her man and put his head towards God when he have doubts. I love you 💙\r\n',HS
'6080,It doesnt matter where you go longs you bitch ass niggas and snake ass black women out of your surroundings is all that matters\r\n',HS
'6081,@charlyne_yi no its for women who are being a fucking bitch\r\n',HS
'6082,I think a 40 year old crack whore cunt would be a more capable #potus than @realDonaldTrump o6AupZZ4IH\r\n',HS
'6083,these cunt whore are lickers are all army & their family if they get a female they all gang bang her \' whore all... fWNzj0b7Yf\r\n',HS
'6084,@RepWilson i have diarrhea that smells better THAN u spook nigger coon cunt pig whore and fuck ur faggoty ass hat bitch dyke twat retard\r\n',HS
'6085,\"I miss u bUT ALSO FUCK U, CUNT WHORE BITCH\"\r\n',HS
'6086,ALSO PRETTY SURE YOU DON\'T HAVE THE RIGHT TO BE A PSYCHOTIC CUNT TO YOUR EX WHEN YOU\'RE THE TRIFLING ASS WHORE WHO CHEATED IN THE 1ST PLACE\r\n',HS
'6087,NOTHING BUT A MONEY GRUBBING RUSSIAN CUNT WHORE!!!!!!!!!!\r\n',HS
'6088,@BerthaPuckerman this doesn’t apply to you but I hate you and your leo cunt twat whore kin. JFGoa9xPpO\r\n',HS
'6089,\"@htmlamanda you stupid cunt bitch! All women aren’t stupid, but all women who think like you are!!!!! Whore!\"\r\n',HS
'6090,All the men who catcall on the street I wish I could personally shove back up their moms whore cunt :)\r\n',HS
'6091,📷 shypakiwife: brutal -whore -degrader: Use that fucking cunt What she’s good for I always do…. 3cbz6Uo0Pu\r\n',HS
'6092,You are very whore and your cunt enjoys it Z5tQRkFByy\r\n',HS
'6093,@angwood15 @GreyJoanna They still makn dak out be a homewreakn whore and jamie a cheatn cunt sad sad ppl unlike the… g4Sn6faZjq\r\n',HS
'6094,Youre deffo gone. You called someone a dumb whore cunt the other day n6Sm4RtBwf\r\n',HS
'6095,\"God is dead, Jesus is a cunt and the Virgin Mary was a whore.\"\r\n',HS
'6096,@verge What a dumb cunt of daughter. Social Media addicted whore.\r\n',HS
'6097,@xKrisssyyy bitch text me and why tf you ain’t text me back yesterday 🤔 WHORE!\r\n',HS
'6098,Ewk man this bitch be with mad whores\r\n',HS
'6099,I don\'t have time for you whores bitch can\'t you tell? I only spend time with money & that\'s because she pays me well\r\n',HS
'6100,@hindu_whore Yeah bitch that\'s where you deserve my CUM\r\n',HS
'6101,She’s not only a bitch but she’s also a whore. She’s always touching her friends boobs too which is gross\r\n',HS
'6102,I luv a classy bitch but still might fuck a bad whore💰\r\n',HS
'6103,biiiitch lil biddy whores doofus bitch im eat my ass\r\n',HS
'6104,@lissettesus WELP. Bitch IM JUST NOW FUCKING SEEING DUMB WHORE\r\n',HS
'6105,\"In my lifetime I\'ve called some women whores, a bitch a dirty boy a hoe open up the pussy store. Pimp C\"\r\n',HS
'6106,This kid too much of a bitch even do shit on his own He\'s gotta get some stupid ass whores to do his shit for him\r\n',HS
'6107,@ohlashaybefly ctfu tell that bitch don\'t be snitching she got caught whore\r\n',HS
'6108,The bitch done had a baby shower in McDonald\'s 🤦🤦.. loud forgive the lil whores u made .\r\n',HS
'6109,LMAO BITCH I DID DROP YOU. And I\'m texting 5 other niggas too 😭 you\'re not special whore 0VOfGAvI0k\r\n',HS
'6110,@MrGQ37 @politico keep calling her a bitch and a whore dude real grown up.\r\n',HS
'6111,Heard that\'s ur bitch but that lil whore a bopper 😂😂😂\r\n',HS
'6112,\"sometimes i wish we weren\'t cousins cs ur a bitch butttt i love u whore, you\'re only young once but immature for a… 6vjPZnNbKI\"\r\n',HS
'6113,@A1_Infinite fuck you u a fucking whore Lil bitch I don\'t even like u tbh\r\n',HS
'6114,These whores woke me up out of my sleep 😩 Ima be mad as a bitch in the morning waking up for work\r\n',HS
'6115,\"@gulbukhari Since u r a pathetic self claimed pseudo analyst, don’t bark before you r a bit clear on the subject. Bitch cum whore.\"\r\n',HS
'6116,Anyways the big boobed bitch was also a lowkey whore but nobody knew except our mutual friend who had also told me what she had done\r\n',HS
'6117,And most the women they whores Hollywood or not lesbian or not young old ugly or not married or not they got five men for 5 reasons 100\r\n',HS
'6118,From why did i shag at fucking whore at kid is a mistake en the mis stake its self obviously we burnt a few innocent women thank them whores\r\n',HS
'6119,@ALT_uscis @TomiLahren Stop embarrass Media Women -u r media WHORE! @chelseahandler @Oprah @hodakotb @WhoopiGoldberg @cher\r\n',HS
'6120,#METOo 74\% women admit to moral sex... Whore# oAWJpzoXwv\r\n',HS
'6121,@siggyflicker Your a crack whore look in the mirror complete trash you are you make women yourself and the great s… e0IKyMqKnt\r\n',HS
'6122,#MeToo women always blame men for everything . How about not dressing like a whore?\r\n',HS
'6123,\"@JonRiley7 Some women are aggressive, promiscuous whores, but all women must try harder not to make men feel uncomf… DTioxr1ZmO\"\r\n',HS
