@relation 'C__Users_jeimy_OneDrive_School_Classes_CAP4770 Data Mining_DM Project_Project Data'

@attribute text string
@attribute @@class@@ {HS,NonHS}

@data
'1187,@realDonaldTrump Would you swap Mexicans for benefit seeking Romanian migrants in the UK ? Thanks to the EU\r\n',HS
'1188,Today in Tallin: Puppets of the financial establishment dream from a new Europe with many slaves. Macron a wordmouth and Kern a refugeelover yFkD6dSjfM\r\n',HS
'1190,@LBC A gang of streets sellers ? This is “ BBC speak “ . What u meant to say  was third world illegal immigrants . #lbc.\r\n',HS
'1192,@realDonaldTrump Haters are going to hate. They hate truth Mr. President. The more haters the left throws at you the more you know you are on the right track. It is sedition. We all see it. We have your back! #MAGA2018 #StringerTogether #RunRunAway #Proud\r\n',HS
'1197,\"Nice Austria - the new goverment make a new law to stop refugees to run into the socialsystem. But there the refugees still are, they get more money than in Germany with Hartz IV. Only the deportation of all foreign persons will really help. 0dn9tqI8OZ\"\r\n',HS
'1200,ICE seeks illegal alien in Colorado fatal hit-and-run who bonded out of jail vsMLq8yByi #PreventableDeath #StopTheInvasion #UncheckedProgressivism #ThereAreMoreOfThemOutThere\r\n',HS
'1202,\"Watch: Syrian Christian warns Europe \"\"They are all ISIS, not refugees. This is an invasion\"\" - Free Speech Time - aWgKoMo5g4 @ISupport_Israel\"\r\n',HS
'1204,\"Democratic Party has moved so far to the left, icons such as JFK & Martin Luther King would be considered too conservative for these zealots. Do they understand what they are doing to this country?See ISSUES#POTUS #MAGA #KAG #WalkAway #NoDACA #Trump #VoteRed #BuildTheWall\"\r\n',HS
'1205,\"#BuildThatWall Go around them. The money is already in the Pentagon and DHS, It\'s what our military did for decades, if not more than a century of erecting forts and walls to defend the country, and it\'s a valid response to an invasion.\"\r\n',HS
'1207,My #Amsterdam is being un-created by mass #immigration | Joost de Vries NAeLVogQcT\r\n',HS
'1208,\"4. Dear @MagufuliJP ,if @pnkurunziza tells you that Burundi is safe,ask him to attend the @UN general assembly in September, then I will mobilise the Burundi refugees around the World to go back home.I bet you will not succeed @AU_PSD @AUC_MoussaFaki @antonioguterres @eu_eeas\"\r\n',HS
'1209,This video is more relevant than ever. ABVP are goons with guns. DU #SendThemHome. No votes for thugs. 1UgWeaULhK\r\n',HS
'1210,\"A stupid Somali told me \"\"Mogadishu is NOW Banadir region\"\", HELL NO we can\'t be scattered as refugees for 27+yrs in the street f the world &amp; all of sudden come back to 🇸🇴 to destroy our capital city😌😌  *So welcome to the capital city of Somalia🇸🇴💙🇸🇴 Mogadishu NOT Banadir YpRXpKYaeK\"\r\n',HS
'1221,#IllegalAliens deserve Deportation not representation. #BuildTheWall #DeportThemAll #NoDACA #NoAmnesty #StopMassMigration\r\n',HS
'1222,#IndiaForIndians Bangladeshi enter India illegally. Go home. Assam don\'t want Bangladeshi immigrant IruJrs7XxV\r\n',HS
'1223,African refugees for Europe will come into slavery in Libya. This should be a warning for all which want to come to Europe. Dreams are over ! vmGdK48iUh\r\n',HS
'1224,#ElinErsson The answer is NOT to support mass migration into European nations. The ANSWER IS MASS PROTESTS of damage of Western invasions in Middle East &amp; stripping resources from Africa (by elite). When will SJW learn? They do not read or understand what has been happening\r\n',HS
'1226,\"Keep letting #IslamicMigrants off the boats and into your countries. #SendThemBack. The #NWO wants the destruction of Europe That\'s been their purpose all along. First, take away your #Soverignty then they take away your security. Keep voting in those #NWO #SocialistPoliticians. G0i2H0jYRF\"\r\n',HS
'1229,Karl Lagerfeld is against illigal refugees and hate Merkel for this action to bring them all in. Hu4oCNBirk\r\n',HS
'1230,@realDonaldTrump Great speec Mr. President. I would suggest change to KEEP AMERICA GREAT after u #BuildThatWall that u promised and to make Mexico pay for it. Please keep the #promisesmade and #DoWhatYouSaid.\r\n',HS
'1231,\"Things we heard on primetime last night: “The growth rate of Muslims in Assam from 1971 to 1991 is 77 per cent, that is not an indigenous population. A large part of that 77 per cent are Bangladeshis….Bangladeshi go home.\"\" #NRCAssam nXKgjEWHrh GvDKUN3rB8\"\r\n',HS
'1233,#BuildThatWall #BuildTheWall #BuildTheDamnWall #BuildThatWall #BuildTheWall #BuildTheDamnWall #BuildThatWall #BuildTheWall #BuildTheDamnWall #BuildThatWall #BuildTheWall #BuildTheDamnWall BUILD THAT EFFEN WALL!I\'m sorry my Lord #Jesus but people are just deaf down here\r\n',HS
'1237,@silverrich39 IT\'S \'NICE\' OF \'YOU\' TO \'ADMIT\' THAT \'#Labour VOTERS\' DO NOT HAVE ANY \'ID\'I \'WONDER\' WHY \'THAT\' COULD \'BE\'#refugeesNOTwelcome #Brexit #IllegalImmigration\r\n',HS
'1240,\"Immigrants Using Nearly 60 Percent More Food Stamps than Americans. Taxpayers pay Approx. $48,000.00 per Illegal Alien per Year! ZLeaV3QPXX via @BreitbartNews\"\r\n',HS
'1241,\"@KeishaBottoms I never will understand how not enforcing the laws and working with fellow city, county, state, and federal law enforcement agencies isnt the Normal way of doing business. And how illegal aliens are being turned loose is crazy. #BuildThatWa\"\r\n',HS
'1244,\"@janjan_collins @EricsonTina @sabine_durden @volalupi @POTUS @realDonaldTrump Black Trump Supporter \"\"Black Community has been destroyed by RACIST ILLEGAL immigration #BuildtheWall #DeportThemAll  #Trump2020 IJCHiXHIHZ via @YouTube\"\r\n',HS
'1249,@realDonaldTrump needs to send in the Military to the southern border stop this invasion of America from the 3rd world. #MAGA #BuildTheWall #NoDACA #NoAmnesty #DeportAllOfThem\r\n',HS
'1252,@RealDonaldTrump U.S Taxpayers pay $135 Billion a year on Illegal #Immigration Detain and  Deport  ASAP No More Dollars for Illegals U.S has Homeless Ctitizens and #Veterans Take Care of them First!   #Trump #MAGa #RedNationRising 2TevX42Sbi\r\n',HS
'1253,\"90\% refugees which come to Austria are jobless and not trained. They will not be able to run into a workingprocess and will only take socialwelfare. At the moment the country has 3,5 mio. Austrian workers and 1 Mio. foreign workers in down level jobs. R3epc7nhkW\"\r\n',HS
'1254,\"@ArvindKejriwal Delhi have understood ur gameplan. U only focussing on ur Votebank. No action against encroachments,filth in over crowded Muslim areas. Lot of muslim migration to Delhi\"\r\n',HS
'1255,@LRCo6468 @GeanineC @ncar999 @rogerww1 @glo4itnow @MAGAgirly @jwdollar76 @Godsgirl158 @DereckWyatt @Mycarliveson @Happytooth13 @Katheri18483401 @PeterHi32200905 @DannyBa93452237 Please follow back #Turnout2018 #MAGA #BUILDTHATWALL #KAG #DRAINTHESWAMP\r\n',HS
'1256,\"Illegal immigrant breaks into NJ home, rapes 6-year-old girl, police say #FoxNewsThis horrific act is reason enough to#BuildTheWall #NoDACADeal #NoAmnesty #EndChainMigration #EndSanctuaryCities #EndIllegalBirthrightCitizenship#DeportThemAll\"\r\n',HS
'1259,@SenSchumer These so called dreamers had 5 years to register they didn\'t. #EndDACA Democrats against American Citizens\r\n',HS
'1261,\"@IngrahamAngle China we want a square deal ... and  America want a Strong Economy and a WALL #StopTheInvasion ... There is No blue wave, they #FakeNews are setting you up for a Russian  interference once The #RedTsunami slaps them silly Watch ;)\"\r\n',HS
'1263,@MailOnline Europe being bullied again by Islamic countries Â£2billion for what ? short time fixes 75 million immigrants no thanks .\r\n',HS
'1265,\"This is a couple who just moved on in to Australia and thought if we behave ourselves and involve ourselves in the Community, and have a child here then we will be allowed to stay.Sorry - if that got you in we would be swamped with MILLIONS just like you.#SendThemBack.\"\r\n',HS
'1270,True If @gop loses midterms it will be because they failed to Keep Their Promises - #RepealObamacare #BuildTheWall #NoAmnesty #NoDACAdeal #EndChainMigration #MandateEverify\r\n',HS
'1276,\"@Daily_Express Immigration comes with punishments for our people foodbanks pension cuts ,NHS ,School ,Housing problems enough enough\"\r\n',HS
'1278,\"Why end DACA? This is why! The respect right there uncalled for. Send them back, deport asap! #illegalimmigration #wetbacks#AmericaFirst #BuildThatWall #BorderPatrol\"\r\n',HS
'1280,@POTUS -Since they have for years sent their best &amp; brightest to the US illegally NOW is the time to #sendThemBack to help in their homelands. We have a MORAL OBLIGATION to do so before situations worsen! #MAGA @VP @ICEgov @DHSgov #BuildTheWall https:\r\n',HS
'1286,Sweden: Muslim migrant whose deportation was thwarted by “hero�? student was actually sentenced for assault #SWRM 13bWzlkYgP\r\n',HS
'1287,@RealMattCouch I don\'t give a crap about their emotional wounds. Just unceremoniously throw them back into Mexico.#NoAmnesty#NoDACANo more taxpayer-supported dependents.Jobs for citizens not invading criminals & their childrenDeport ALL illegalsArrest ALL\r\n',HS
'1288,\"* Croatia ðŸ‡­ðŸ‡·:  Last Wednesday, illegal migrants from Iran were detained in a neighborhood near ZapreÅ¡iÄ‡.  hccQmsQ9Vl #v4 #visegrad klz7JR0VT0\"\r\n',HS
'1296,\"What did the EU do so Wrong when the Millions of Immigrants came many stood in reality square they were welcomed now they demand Housing and Schools and take everything in Hospitals now we are the ones having to stand tip toeing on waiting lists and ridiculed if we deny them o, y\"\r\n',HS
'1297,@realDonaldTrump is erasing #Obama from the #ArcOfHistory. #politics @WhiteHouse #MAGA #BuildThatWall #purge @POTUS #FoxNews #Saturdaymorning #satchat #Kavanaugh #NEWS #media\r\n',HS
'1298,@SteveScalise #BuildThatWall So they can keep tunneling under the Border.\r\n',HS
'1299,This Should Make Every American Called SenatorsTell Them Build The Dam WallNo Chain Migration/Visa Lottery & No Amnesty! Corrupt Democrats Can\'t WinWith Hard Working Americans Because They Are #WalkAway From Lies!#MAGA #NoDACA\r\n',HS
'1302,@SenKamalaHarris @SenateWarren Where is the Outrage an Illegal Alien Permanently Separated This woman from her son or does #FamiliesBelongTogether Only apply to ILLEGALS!  #Trump #MAGA #RedNationRising #JobsReoport #Immigration @AVIACUSA gSdQ\r\n',HS
'1305,#BuildTheWall from the Pacific Ocean to the Gulf of Mexico - #Deport all illegals and their families - #NoDACA #NoAmnesty - #ProudAmerica #AmericaFirst #VoteRed\r\n',HS
'1307,\"@TheEconomist @Quora This lady looks leftminded, I think shes ignored that its not possible to take refugees from all over the world. The stop of any immigration into the USA must be the first target of a honest goverment.\"\r\n',HS
'1308,Illegal immigrant who killed Kate Steinle likely will be sentenced to time served COLeMox7oZ #PreventableDeath#BuildTheWall #StopTheInvasion #TherIsMoreOfThemOutThere\r\n',HS
'1310,UK: Home Office told to put refugees in every town and village eUSaGX5NTb  Ukk death sentence...\r\n',HS
'1312,\"because they had a cross on !! The lovely NHS  cannot get 100 Indian Doctors over from India because of Immigration rules ,good  do we want to hire from a land of Rapists and ignorant beliefs sadly we cannot get enough training places here, why dont we use nurse Practitioners#\"\r\n',HS
'1320,\"@GOP Great tweet. Now get rid of RINOs Paul Ryan, Mitch McConnell and Lindsey Grahamnesty, REPEAL Obamacare and DEPORT Illegal Immigrants, INCLUDING so-called \"\"Dreamers.\"\" #NoDACA\"\r\n',HS
'1326,@mikandynothem @DonaldJTrumpJr @DineshDSouza @DonnaWR8 @DiamondandSilk @codeofvets @Corrynmb @KatTheHammer1 @chuckwoolery @LeahR77 @grizzlemeister #SundayMotivation #MAGA with President Trump is enoughof a Reason Obama & Nike are an added Bonus#FoLLoW @mi\r\n',HS
'1330,Is the Judge On Crack? he Said said Govt needs to prove it considered the benefits of having illegal Aliens here and working!  Illegal Immigration cost $135 B a  year while Illegals  pay  $!8 B in taxes ! Illegals are No Benefit to the U. S #Trump #MAGA  9EeRvU5h7x\r\n',HS
'1332,\"#Czechia Zeman labeled this disturbing attitude practiced by West EU leaders as “cowardice masquerading as tolerance�?.But also migration pimps @AmnestySlovenia, other NGOs begin intimidation campaigns directed at border guards in Slovenia, Croatia.Europe must support the guards ZacaqpHV9K\"\r\n',HS
'1336,@Daily_Express  there will be bitterness in the Uk when you sleep rough look up and see refuges walk into houses violence isn\'t just migrant\r\n',HS
'1337,\"GERAMNY: African rapefugee climbs into house, steel expensive goods, rook a knife and abuse a girl of the family. fVXhWMYcE8\"\r\n',HS
'1338,Sweden: Four migrants rape disabled woman vaginally and anally ‘˜This is becoming normal everyday life!’ #SWRM #Sweden #GangRape #ReligionofSex Bt0LTrYTIa via @pamelageller\r\n',HS
'1339,@AnnaApp91838450 #BuildTheWall#NoChainMigration/VisaLottery&NoAmnesty!#CorruptDemsCannotWinWith Hard WorkingAmericans BecauseWe all #WalkAwayFrom Your #Lies!#MAGA#NoDACA\r\n',HS
'1340,\"CBS Reporter captures an illegal border crossing in broad daylight and he was scared! So, Mr. Begnaud, do you now understand why we need a border wall? The issue is real, & the motivation to enter illegally is great. #BuildThatWall via @BreitbartTexas\"\r\n',HS
'1341,#FAKENEWS @abcnews lied to Anericans about Illegal Immigrants because Illegal Aliens Come First the #Democrats Platform  #WalkAway #HappyBirthdayAmerica #Trump #MAGA #RedNationRising @AVIACUSA 6zadnpvjoI\r\n',HS
'1342,@socialistsares1 Friends in Spain have said the same. They have lived there for 22 years and now claim life is not only becoming uncomfortable but its damned dangerous with muggins by african migrants commonplace. The Spanish are screwing Spain into the g\r\n',HS
'1347,\"@PMOIndia No control on Population explosion,rapid demographic changes. Delhi alone has 10 lacs illegal migrants.Everyday u see weird looking characters getting down at Nizamuddin. They have encroached all pavements,side lanes on Lodi Road upto IHC. Filth\"\r\n',HS
'1350,\"The Syrian refugees and the Lebanese residents of Arsal can\'t agree on much, but they agree on this: It is time for the Syrians to go home Cex80vrLVi\"\r\n',HS
'1352,Dems cards are being shown on Abolish ICE campaign. ICE should get temporary officers to accompany census takers and start deportation. DACA has to end. #nodaca #BuildTheWall #deport\r\n',HS
'1353,We the British People need to remrove all Zoinest  lobbyists from UK political parties  these Refugees are not welcome anymore. End The Rothschilds  Central Bankimg system. iHK6sRHl9L\r\n',HS
'1354,@realDonaldTrump @DHSgov  Can you please step in and deport Karrar Al Khammasi... Please send him back to Iraq...He is a repeat #Criminal.. #BackTheBlue �?�?� #ColoradoDoYourJob #LiberalismIsAMentalDisorder   OitoQRAYMN\r\n',HS
'1359,Now the White House wants to make it harder for LEGAL immigrants to become citizens ‘“ if they\'ve ever gotten welfare or used Obamacare5lNR0nc4lt\r\n',HS
'1361,Thousands of Americans have been Murdered by illegal aliensWe\'re building a memorial wall to honor victims & you can helpMake a Donation or order a brick in @ this #LaborDayWeekend & #RETWEET #BuildThatWallSurviving loved ones = permanently separated\r\n',HS
'1365,\"Send home migrants not in need of protection, Peter Dutton tells UN, HEY DUTTON HOW ABOUT THE ONES THAT HAVE STAYED AND NOT LEFT THE COUNTRY WHEN THEY SHOULD OVERSTAYERS ? WHY DONT YOU GO AND ROUND ALL THEM UP ?  t1nnmf88gM uvmo6Mjgx8\"\r\n',HS
'1370,#WakeUpAmerica~> #WalkAwayFromDemocrats @DNC @SenateDems @HouseDemocrats are more worried about bringing in future voters than protecting America from Criminals @ICEgov is doing what its supposed to! #SecureOurBorder #KeepCriminalsOUT #BuildThatWall #MAGA #StandWithTrump @POTUS\r\n',HS
'1373,@timesofindia In fact both Centre/States need to hound out all illegal immigrants &amp;deport them immediately to their Country.\r\n',HS
'1380,\"@mishacollins I Agree w you Misha CollinsBogus #Asylum claims &amp; #IllegalALiens peddled by gang members, coyotes &amp; Mex drug cartel are human rights violations to the citizens of the United States of America. GET IN LINE.  Stop #Illegalimmigrants #I\"\r\n',HS
'1382,MS13 are animals! #ICEHeroes #MS13Animals #DeportIllegals #BuildTheWall #EndChainMigration #EndLotteryVisas #DrainTheSwamp #VoterID #SupportTheBlue #AmericansFirst #MAGA #LawAndOrder #VoteDemsOUT #VoteRed2018\r\n',HS
'1384,\"Aren\'t u one of the low life scum who defends people bringing fentanyl into this country from Mexico?Sorry, but I won\'t apologize for being MORE concerned abt the 70,000 ppl dying from drug overdoses than people sneaking into the country illegally#BuildTheWall #BuildThatWall\"\r\n',HS
'1385,\"@WeWontBend This bitch is promoted by communist...her people, refugeesWill listen to her..follow her.Simple to say go home, she needsTo be hung.\"\r\n',HS
'1387,\"@htTweets Jungle Raj reemerge in Bihar&amp;WB.Now criminals will have a field day.Caste,illiteracy&amp;illegal migration played the trick for JD,TMC\"\r\n',HS
'1391,Angel Families Hold Rally to Combat Illegal Immigration. #DeportThemAll #NoAmnesty #NoDACA\r\n',HS
'1392,\"Well, we do welcome immigrants to this country--but we don\'t want those wishing to kill us and change our culture;... ACXKmvUU79\"\r\n',HS
'1394,\"@realDonaldTrump Immigrants. This is a Country of Law. If you have the Law, welcome! But if you are against the Law, you have two ways to go: go home or go to jail.\"\r\n',HS
'1396,\"75 million more turks abe to travel within the EU ,lets get out of EU NHS Schools overwhelmed already sorry no more ,immigrants please\"\r\n',HS
'1397,@RealJamesWoods Get these criminals off the roads and off the streets! #BackTheBlue #BuildThatWall\r\n',HS
'1399,\"@realDonaldTrump Join us over on please Sir, let us get away from the censorship of the present Big Tech companies, help conservatives get rid of them for good @potus @realDonaldTrump #BuildTheWall #LockThemUp #BoycottNFL #BoycottNike #EndDACA now\"\r\n',HS
'1405,\"@MSNBC Trump you are right, stop illigal immigration and make USA better and dont care about left minded democrats without any reality and small brain.\"\r\n',HS
'1409,@CNN @FoxNews @ABC @CBSNews @NBCNews @realDonaldTrump Build Wall/EndDACA/End Sanctuary Cities/End Chain Migration/Pass Raise Act/Enact E-Verify/Enforce Travel Ban/Require Photo ID To Vote/Stop Lottery Immigration/WE ARE IN FIGHT 4 HEART & SOUL OF USA/VOTE\r\n',HS
'1411,\"BOOM!  SCOTUS  Rules  the chief executive, acting on his own, has the power to target foreign nations and block their citizens from entering this country\"\" Immigration to the U.S is not a Right #Trump #MAGA #RedNationRising092tXMPuVw\"\r\n',HS
'1414,\"<ILLEGAL ALIENS>If we want to make our voices heardand stop the Illegal invasion of America,If we truly want to tackle Illegal Migration, rememberAmnesty only entices it.We need to:#EndDACA#EndChainMigrationInsist there be#NoAmnesty #EndIllegalBirthrightCitizenship1/1\"\r\n',HS
'1418,Maybe Italians see this as  the only effective way to purge Italy from #IllegalImmigration 7w04dV0t6v\r\n',HS
'1419,@GovAbbott Must Shut Down Austin #SanctuaryCity  Law fot Illegals #Texas #GOP #Trump #MAGA dtzIgSIFR0 via @fairimmigration\r\n',HS
'1422,UK - Persecuted Christians immigrants NOT welcome. 4bx9AkYJ9N\r\n',HS
'1424,@Telegraph Coward Cameron go on welcome migrants with housing etc while destroying disabled peoples benefits its not a secret ur no good\r\n',HS
'1425,\"If you dont support Trump, than you can just go back to Mexico. And if your not from Mexico, you should just go there anyway!#MAGA#BuildThatWall#Arbys#Trump\"\r\n',HS
'1429,If things were the other way around and whites were migrants these other countries WOULD NOT accept us. Wake up!!!\r\n',HS
'1431,@mamendoza480 Some one tell the Judge that Aiding Illegal Aliens is against Federal Immigration laws so the judge legally can not order people to aid illegal aliens!Vlp58aNfKD\r\n',HS
'1432,\"@Ohio_Buckeye_US @SandraTXAS Wake up America! Any politician advocating for open borders & not sending back illegal criminals back to where they came from is complicit in these horrific crimes, especially when it involves a child! #BuildThatWall\"\r\n',HS
'1435,\"@CanBorder @rcmpgrcpolice And meanwhile as they bicker our lettuce strainer of a border sees well dressed and outfitted \"\"refugees\"\" (code for country shoppers), other illegals and undocumented crossing the border daily... ghVM5IZviU\"\r\n',HS
'1438,\"Canada\'s @JustinTrudeau appointed to his cabinet immigrants from such cultures. One is in charge of immigration &amp; refugee affairs - license to flood Canada with own kind. The other, Education Minister, tried to sneak into new Education code female genital mutilation as a right!\"\r\n',HS
'1444,REFUGEES NOT WELCOME 👊�?�👊�?�👊�?� P1Sb1OtEMe\r\n',HS
'1445,#PatriotsUnited #MAGA #BuildThatWall #BuildTheWall we all need to sign this since we are all on Twitter whining about it @realDonaldTrump\r\n',HS
'1449,\"@AftertheBell @Amyloukingery @Jim_Jordan @Jim_Jordan Sir..the American deplorables will happily and gratefully be willing to donate time and money to build the wall. Ever thought of opening up a \"\"Go Fund Me\"\" to raise the money? We WILL raise the money for\"\r\n',HS
'1452,Maryland city mulling over idea to let illegal aliens vote wna8l3tBY2#AgainstAllEnemies #NotInMyCountry #StopTheInvasion\r\n',HS
'1455,“The Spanish authorities have here made their priorities clear. They would rather inundate their nation with Muslim migrants — from this ship that was rejected by Italy’s new patriotic government — rather than take care of their own people.�? wtWhDRC4x5\r\n',HS
'1456,Dueling protests in German town after teen allegedly murdered by refugee 2YMCkcnhTO\r\n',HS
'1461,The world divided over trumped up charges and more refugees drowning l blame the refugees who burnt and murdered Christians their religion\r\n',HS
'1463,\"This should be Federally Mandated Law on Criminal Illegal Aliens. Upon completion of maximum sentence allowed, alien is discharged into ICE custody for immediate Deportation. #EndSanctuaryCities #EndChainMigration #BuildTheWall #ProtectUS\"\r\n',HS
'1464,\"@MailOnline Tough decisions mean easy ones, ban those families who supported ISIS in Germany !!  They murdered many and if you do not learn from recent events like Mass Immigration rises in Rape and crime , Family ISIS deserve no return to the country the\"\r\n',HS
'1465,\"According to the supporters of immigration policy that would throw open the doors to every Tomas, Ri j8jECPrd1G    What the leftist media hides from you...\"\r\n',HS
'1466,\"Make Canada like Hungary Again:Prime Minster Viktor OrbÃ¡n has vowed to not allow his CHRISTIAN country to be changed by incompatible Jihadi Invaders.   OrbÃ¡n, has warned: “Europe is under invasion, countries that don’t stop immigration will be lost�?  xkuVltQ9rC\"\r\n',HS
'1469,@Gillianabeth @PHR_21 @GerardBattenMEP The same politicians that have multi million pound homes away from all the migrant areas...\r\n',HS
'1471,Iranian migrant stabs 6 people on German bus ‘“ Was his plan to burn the passengers alive? NSgaVbBQyy\r\n',HS
'1473,@AddisTarik I agree with you. Who ever facilities the logistics and other facility shouldn\'t be us paying for it. They are burden on us sacking in our resources that is my point. #Eritrea refugees should go back because their country is not on war footing\r\n',HS
'1474,\"#Buildthatwall #Deportthemall @CIS_org: More Needless Deaths at the Hands of an Illegal Alien, and an Oregon Ballot Initiative\"\r\n',HS
'1478,Imagine when all the EU migrants go home after #Brexit. No more baguettes or pizza. People in the UK will be reduced to just eating traditional UK foods. Like chicken Balti. W7LJlNtzoB\r\n',HS
'1481,Fire Judges that Release Immigrants after they commit a crime so they end up killing after their release throw the Judge in Jail #Trump MAGA #RedNationRising #Immigration   42sKIp9O7a\r\n',HS
'1483,Here comes the results of socialism. To all Liberals who want communism; here comes your new roomies. #BuildThatWall\r\n',HS
'1484,@HouseGOP @SenateGOP @SpeakerRyan @GOP @SenateMajLdr better NOT take #AugustRecess until NO $ on #IllegalAliens! #NoAmnesty 4 #DACA #BuildTheWall #SendThemBack #DeportThemAll #ImmigrationReform #NoVisaLottery #EndChainMigration #EndSanctuaryCities #VoterI\r\n',HS
'1486,Wow - NZ play the weak fascist snowflake backwards little brother to Australia - I suspect they will not be taking refugees from the UK Caliphate - shameful! - I really hope your people  get ashamed in time to save yourselves NZ! xbnCQihCmE\r\n',HS
'1488,Unbelievable!!! Census Bureau: 44.6\% in CA Don’t #SpeakEnglish at Home; 35.6\%; 35.6\% in TX; 34.5\% in NM; 31.7\% in NJ; 31.0\% in NY!  Our schools R getting 150\% funding for every student who doesn’t speak #English well! Parents’ job! #StopImmigration  vI6xxhIk1b\r\n',HS
'1491,The blue wave is coming if we don\'t build that damn wall. #BuildThatWall & #MAGA\r\n',HS
'1493,\"XwKQd1ERZXDark-side of OpenBordersðŸ‘‰Greek police arrest 8 migrants (6 Afghans, 2 Pakistani) for killing migrant.What awaits Europe? Why expose Europeans to multicult madness? Afghans?  Many come from violent cultures, bringing “tribal clashes�? w-them.#Visegrad #V4 TjdfGP2EvL\"\r\n',HS
'1502,Leave us a alon damn migrants go home\r\n',HS
'1504,Hull... city of culture??  To the idiots holding up signs across Europe \'refugees welcome\' hang your heads in fucking disgrace!!! Let\'s hope it\'s not one of you next #Karma #HateEU #LEAVE O8zIaZB0XA\r\n',HS
'1513,@ronbeatyjr @CharlieBakerMA @BakerPolito @RandyHuntCPA Charlie Faker Baker is a traitor!  He prefers illegal immigrants over American citizens!  He claims he worries about the illegal immigrant children but doesn’t care about all the children that have\r\n',HS
'1515,@The_Trump_Train @realDonaldTrump We need to keep saying it until its built! #BuildThatWall\r\n',HS
'1517,Austrian newspaper KURIER dont speak of the new Antisemitism of islamic refugees. Ll8dlQ0JUe\r\n',HS
'1518,\"I #stress How long before there becomes here? With no assimilating, open borders and the diluting of American #values and #culture. America is becoming there! @glennbeck @theblaze @WorldOfStu @PatUnleashed @realDonaldTrump @POTUS #BuildThatWall #MAGA @GOP #BuildTheWall #Purge\"\r\n',HS
'1524,\"@cnni The Judge will be overturned, the President has control over immigration not the courts. #NODACA #SENDTHEMHOME\"\r\n',HS
'1525,\"@CAPimmigration WE Know that the 80,000 Americans Killed by Illegals will never be reunited and that is unacceptable Start Mass deportations of All ILLEGALS who have no right to be in the U.S Protect Americans Not Illegals # #Immigration @RealDonaldTrump\"\r\n',HS
'1535,\"#FakeNews production... Gee, they should trademark it!A Czech tourist notices something odd about these “drowning refugees�? - they R part of the paid #FakeNews filming crew! Oh the poor #Muslims!@BBC @CNN coproduction!#Soros smirks contentedly.. lf4qeKAYov\"\r\n',HS
'1537,\"1200 refuegges went to Spain in the last 2 days. Spain decided to let them in free without any registration. Sozialists say, this is a problem for Europe and the refugees will run now against north to foolish Germany. 00mX1gGkfT\"\r\n',HS
'1538,\"@IngrahamAngle @MailOnline IngrHam, wr R the far Lefties now (Global kooks)..  why R they not protesting in these countries where these immigrants are fleeing from (come on George $orOh$) and that’s why we #Conservatives R smart enough not to buy into t\"\r\n',HS
'1539,\"Stephen Miller (right) and Larry McKenney of Capitol Radiology listen as Trump speaks during a meeting at the White House last year. YQ7ZANAZ3gWe are not in 1950, we have to start limiting legal immigration. And completely stop illegal immigration.\"\r\n',HS
'1540,Sad to see how entire forest ridge around Nizzamudin-Delhi being encroached by Muslim community&amp;Bangladeshi illegal immigrants.NO ACTION\r\n',HS
'1543,\"@lisaga Stop Using MLK to Support Illegal Aliens Who Kill Bladks, Take Jobs From Blacks and Destroy the Black Community  MLK did not Support Illegal #Immigration BLACK TRUMP SUPPORTER DROPS THE MIC, \"\"SANCTUARY CITIES ARE RACIST!\"\" a8hu0U2QoC\"\r\n',HS
'1547,German Minister of Family Affairs blames Germany for rape attacks by migrants - Free Speech Time - X1o0hMe97M @ISupport_Israel\r\n',HS
'1551,The Homeland Security in USA knows that refugees of all countries into the USA is a highrisk for the USA and shoud be stopped quick. WOvI1ljwVw\r\n',HS
'1552,\"HUGE mistake, anyone living there should immediately move out of the state, endangering children like this should never happen, girls, females will be attacked and raped due to it, so dumb @potus @realDonaldTrump #BuildTheWall #LockThemUp #EndDACA #BoycottNFL #BoycottNike\"\r\n',HS
'1553,\"Tucker Carson \"\"We need to start looking at the relationship between immigration and crime\"\" Yes we do thanks bro ðŸ™ŒðŸ_x008f_»ðŸ’¯\"\r\n',HS
'1559,Burundi government denies involvement in forced repatriation of refugees aTAGxoUP9s 8dKaDx9wS4\r\n',HS
'1562,\"HOW REFRESHING! In South Korea, there is no such thing as \'political correctness\"\" when it comes to dealing with Muslim refugee wannabes ZPvIrX1qiy via @barenakedislam\"\r\n',HS
'1563,@Raleigh10mm See it WORKS! #BuildThatWall #BuildTheWall\r\n',HS
'1568,Is the most dangerous politician in Canada a Somali Muslim migrant? cj9vi6rihw via @barenakedislam   Trudope gone insane...\r\n',HS
'1569,\"@TorontoStar In 2018: it\'s time to let diversityâ„¢ be someone else\'s strength.Remigration 2018:  Easy come, easy GO!!   sn5ZuuU6nvMy country was my home, now its a hotel, and they think I\'m going to be a waiter.  #WhiteGenocide\"\r\n',HS
'1572,But its humane for #IllegalAliens to kill Americans? Crazy sick. #BuildThatWall #supportICE #MAGAVeteran\r\n',HS
'1574,Who actually hopes this?nobody does #sendthemback 6dBxuTy0Pk\r\n',HS
'1576,@TMZ People like @6ix9ine and @NICKIMINAJ is the reason why Trump need to #buildthatwall!!!! #MAGA\r\n',HS
